"alternativeTitle","id","issn","otherTitleInformation","shortTitle","title"
,"http://lobid.org/resources/990155970270206441#!","16617452",,,"Steuern im ökonomischen Kontext der Stadt Zürich"
"Bundesanzeiger / Zentralhandelsregister; Bundesanzeiger / Handelsregister; Handelsregister ( Sachl. Benennung der Mikrofiche-Ausg. )","http://lobid.org/resources/990144835460206441#!","03447731",,,"Bundesanzeiger, Zentralhandelsregister"
,"http://lobid.org/resources/990190449390206441#!","14383381",,,"Mitteilungsblatt der Arbeitsgemeinschaft Versicherungsrecht im DAV"
"Strafvollzug im Freistaat Sachsen; Bestand und Bewegung in den Justizvollzugsanstalten","http://lobid.org/resources/990116950140206441#!","14358689 14358689",,,"Statistische Berichte / Statistisches Landesamt des Freistaates Sachsen, B. VI. 8: Bildung, Kultur, Rechtspflege. Strafvollzug im Freistaat Sachsen : Bestand und Bewegung in den Justizvollzugsanstalten"
,"http://lobid.org/resources/990139433220206441#!","14303272 14303272",,,"Statistische Berichte / Bayerisches Landesamt für Statistik und Datenverarbeitung, L. IV. 3: Das Einkommen der natürlichen Personen in Bayern : Ergebnisse der Lohn- und Einkommensteuerstatistik"
"Juris-PraxisReport / Familien- und Erbrecht; PraxisReport / Familien- und Erbrecht; Juris-Praxis-Report; jurisPR-FamR; Familienrecht ( Sachl. Benennung anfangs )","http://lobid.org/resources/990164099890206441#!","18601561 18601561",,,"Juris-PraxisReport, Familien- und Erbrecht"
,"http://lobid.org/resources/990054383340206441#!","0949510X","ausgewählte Zeitschriftennachweise aus der Literaturdatenbank JURIS für das Jahr ...",,"Referatedienst Kriminologie"
,"http://lobid.org/resources/99370848419906441#!","27489752 27489752",,,"Stadtpunkte"
,"http://lobid.org/resources/990225724990206441#!","2625686X 2625686X",,,"REthinking: law"
,"http://lobid.org/resources/990164090380206441#!","14316633","DE, EU, IR",,"CEDELEX-DVD"
,"http://lobid.org/resources/990119028530206441#!","00367893","= Revue pénale suisse",,"Schweizerische Zeitschrift für Strafrecht"
"E-business","http://lobid.org/resources/990116974360206441#!","1681374X",,,"Jahresbericht / Harmonisierungsamt für den Binnenmarkt (Marken, Muster und Modelle)"
"PKS","http://lobid.org/resources/990143633760206441#!","14348284","(PKS)",,"Polizeiliche Kriminalstatistik"
"Agrarberichterstattung ... ( Sachl. Benennung d. 4. OG anfangs )","http://lobid.org/resources/990104979350206441#!","1430077X",,,"Statistische Berichte / Hessisches Statistisches Landesamt, C. IV. 9. 2: Agrarstrukturerhebung. Betriebe und Bodennutzung"
"TKMR; Telekommunikations- und Medienrecht; TMR ( Zusatz anfangs )","http://lobid.org/resources/990116303090206441#!","16189299","TKMR",,"Telekommunikations- & Medienrecht"
"Seuffert's Blätter für Rechtsanwendung; J. A. Seuffert's Blätter für Rechtsanwendung; Doktor J. A. Seuffert's Blätter für Rechtsanwendung; Doktor J. A. Seuffert's Blätter für Rechtsanwendung zunächst in Bayern ( Hauptsacht. bis N.F. 42=62.1897 ); Blätter für Rechtsanwendung zunächst in Bayern ( Auf d. Bd.-Titelbl. N.F. 4=24.1859 - 42=62.1897 ); Blätter für Rechtsanwendung ( Hauptsacht. 63.1898 - 71.1906 )","http://lobid.org/resources/990054007370206441#!","18660746 18660746",,,"Dr. J. A. Seuffert's Blätter für Rechtsanwendung"
"Gemeindenachrichten / Extrablatt; amtliches Mitteilungsblatt der Gemeinde Kolitzheim","http://lobid.org/resources/990103776850206441#!","18658164 18658164","Amtsblatt der Gemeinde ; Gemeindeteile: Gernach, Herlheim, Kolitzheim, Lindach, Oberspiesheim, Stammheim, Unterspiesheim, Zeilitzheim",,"Gemeindenachrichten / Gemeinde Kolitzheim"
"Entscheidungen des Verfassungsgerichtshofes Nordrhein-Westfalen und des Niedersächsischen Staatsgerichtshofes; Entscheidungen der Oberverwaltungsgerichte in Münster und Lüneburg; Entscheidungen der Oberverwaltungsgerichte für das Land Nordrhein-Westfalen in Münster sowie für die Länder Niedersachsen und Schleswig-Holstein in Lüneburg ( Hauptsacht. bis 42.1995 )","http://lobid.org/resources/990054169790206441#!","03408779 03408779","mit Entscheidungen des Verfassungsgerichtshofes Nordrhein-Westfalen und des Niedersächsischen Staatsgerichtshofes","OVGE","Entscheidungen der Oberverwaltungsgerichte für das Land Nordrhein-Westfalen in Münster und für das Land Niedersachsen in Lüneburg"
"Juris-PraxisReport / Steuerrecht; PraxisReport / Steuerrecht; Juris-Praxis-Report; jurisPR-SteuerR","http://lobid.org/resources/990166914330206441#!","18601596",,,"Juris-PraxisReport, Steuerrecht"
"Völkerrecht und politische Wissenschaften; Bibliographie Völkerrecht und internationale Beziehungen ( Nebent. teils ); Bibliographie Völkerrecht und politische Wissenschaften ( Nebent. 1990,11-12 ); Völkerrecht und internationale Beziehungen ( Sachl. Benennung 19.1990,1 u.3-10 )","http://lobid.org/resources/990056568690206441#!","01381334",,,"Bibliographie / Hochschule für Recht und Verwaltung, Informationszentrum, Teil 3, Völkerrecht und politische Wissenschaften"
"Staatshandbuch","http://lobid.org/resources/990054640770206441#!","14315297 14315297","Staatshandbuch",,"Die Bundesrepublik Deutschland, Mecklenburg-Vorpommern : Verzeichnis der Behörden und Gemeinden mit Aufgabenbeschreibungen und Adressen"
,"http://lobid.org/resources/990054651250206441#!","00227072",,,"Justizverwaltungsblatt"
,"http://lobid.org/resources/990054469060206441#!","00037788","Fachteil des Bundesarbeitsblattes für den technischen, medizinischen und sozialen Arbeitsschutz","Arbeitsschutz (Cologne); Arbeitsschutz (Koeln)","Arbeitsschutz"
,"http://lobid.org/resources/990106297880206441#!","14332434",,,"Statistische Berichte Baden-Württemberg, A. II. 2: Bevölkerung und Erwerbstätigkeit. Gerichtliche Ehelösungen in Baden-Württemberg"
,"http://lobid.org/resources/990054883490206441#!","18621821 18621821",,,"DAJV-Newsletter"
"Ergebnisse der Körperschaftssteuerstatistik","http://lobid.org/resources/990142882010206441#!","14303272 14303272",,,"Statistische Berichte / Bayerisches Landesamt für Statistik und Datenverarbeitung, L. IV. 4: Das Einkommen der juristischen Personen in Bayern ... : Ergebnisse der Körperschaftssteuerstatistik"
,"http://lobid.org/resources/990056435930206441#!","14340585","Aufsatzreihe des Europäischen Zentrums für Kriminalprävention in Kooperation mit der Stiftung für Kriminalprävention",,"Europäische Beiträge zu Kriminalität und Prävention"
,"http://lobid.org/resources/990056666680206441#!","14381621 14381621","Zeitschrift für das gesamte Recht der Telekommunikation",,"RTkom"
,"http://lobid.org/resources/990108706620206441#!","14369672","mit rechtsbereinigtem Landesrecht Freistaat Sachsen",,"Sächsisches Rechts- und Verwaltungsblatt, Sonderdruck"
"Staatshandbuch","http://lobid.org/resources/990056230530206441#!","14319950 14319950","Staatshandbuch",,"Die Bundesrepublik Deutschland, Thüringen : Verzeichnis der Behörden und Gemeinden mit Aufgabenbeschreibungen und Adressen des Freistaates Thüringen"
"WissR; Wissenschaftsrecht, Wissenschaftsverwaltung, Wissenschaftsförderung; Wissenschaftsverwaltung, Wissenschaftsförderung ( Zusatz anfangs ); Zeitschrift für Recht und Verwaltung der wissenschaftlichen Hochschulen und der wissenschaftspflegenden und -fördernden Organisationen und Stiftungen ( 2. Zusatz anfangs )","http://lobid.org/resources/990054592160206441#!","09480218 09480218","Zeitschrift für deutsches und europäisches Wissenschaftsrecht",,"Wissenschaftsrecht"
"Österreichische Steuerzeitung; Finanzrechtliche Erkenntnisse des VwGH und VfGH und die finanzstrafrechtlichen Urteile des OGH; Geldanlage","http://lobid.org/resources/990135965600206441#!","10139486","Österreichische Steuerzeitung",,"ÖStZ aktuell"
"NWB-direkt; der wöchentliche Infodienst für Steuerberater ( Zusatz der Unterreihe anfangs )","http://lobid.org/resources/990136489540206441#!","18609449 18609449","NWB",,"Neue Wirtschaftsbriefe, Direkt : Infodienst und Datenbank für Steuer- und Wirtschaftsrecht"
,"http://lobid.org/resources/990056445990206441#!","22357106 14209497","= Annuaire suisse de droit ecclésial",,"Schweizerisches Jahrbuch für Kirchenrecht"
"GmbH-StB; Der GmbH-Steuerberater + Berater.Modul GmbH ( Nebent. 18.2014,10 )","http://lobid.org/resources/990206207430206441#!","14326973 14326973","gmbhstb ; Informationsdienst für die Beratungspraxis von GmbH und GmbH & Co. KG",,"GmbH-Steuerberater"
,"http://lobid.org/resources/990133000330206441#!","14320339",,,"Würzburger rechtswissenschaftliche Schriften"
"NWB Steuer- und Wirtschaftsrecht / Direkt","http://lobid.org/resources/990173329470206441#!","18609449 18609449","NWB Steuer- und Wirtschaftsrecht",,"NWB, Direkt"
"UStB; UStB","http://lobid.org/resources/990113279230206441#!","14396777 14396777","der Informationsdienst für die umsatzsteuerliche Beratungspraxis",,"Der Umsatzsteuer-Berater"
,"http://lobid.org/resources/990369020130206441#!","27031314 27031314","Ihr wöchentlicher Informationsdienst zu Zollrecht und Exportkontrolle",,"ZOLEX Update"
"Neue Zeitschrift für Versicherung und Recht","http://lobid.org/resources/990056645190206441#!","1436476X","neue Zeitschrift für Versicherung und Recht ; Personen-, Haftpflicht-, Rechtsschutz-, Sachversicherung",,"NVersZ"
"Bildungsbericht","http://lobid.org/resources/990171826150206441#!","18693156 18693156","Berufsbildung, Weiterbildung, Bildungspolitik",,"DIHK-Bildungsbericht ..."
"Management und Computer in der Anwaltskanzlei","http://lobid.org/resources/990114855430206441#!","16183649","Management & Computer in der Anwaltskanzlei",,"MC"
,"http://lobid.org/resources/990054624040206441#!","01786695","Gewerbesteuergesetz mit Durchführungsverordnung, Richtlinien, Hinweisen, Rechtsprechung in Leitsätzen und Nebenbestimmungen",,"Gewerbesteuer-Handausgabe ..."
"Betrugsbekämpfung","http://lobid.org/resources/990119553910206441#!","16812913",,,"Schutz der finanziellen Interessen der Gemeinschaften, Betrugsbekämpfung, Jahresbericht"
"Informationsdienst Der Zoll-Profi!; Der Zoll Profi","http://lobid.org/resources/990158973560206441#!","18642683 18642683","Informationsdienst ; Export, Import, Steuern ; kompakt für den Praktiker",,"Der Zoll-Profi!"
,"http://lobid.org/resources/990054359920206441#!","09400990 09400990",,,"Stadt und Gemeinde"
"NJWE; NJWE-MietR; NJW-Entscheidungsdienst","http://lobid.org/resources/990107417570206441#!","09497110",,,"Neue juristische Wochenschrift, NJW-Entscheidungsdienst : NJWE / hrsg. von der NJW-Redaktion. Miet- und Wohnungsrecht : NJWE-MietR ; neue Entscheidungen aus den Bereichen Wohnraummiete, Geschäftsraummiete, Wohnungseigentumsrecht, öffentliches Wohnungsrecht, Steuerrecht"
,"http://lobid.org/resources/990054430470206441#!","09423672",,,"Geschäftsbericht / Stadt Duisburg, der Oberbürgermeister, Amt für Statistik, Stadtforschung und Europaangelegenheiten"
"Statistik Niedersachsen / Schulden des Landes, der Gemeinden, Samtgemeinden und Landkreise","http://lobid.org/resources/990055328000206441#!","01726005","am 31.Dez. ...",,"Schulden des Landes, der Gemeinden, Samtgemeinden und Landkreise"
,"http://lobid.org/resources/990101771860206441#!","09381902 09381902","amtl. Bekanntmachungsorgan der Gemeinde Ludwigsau",,"Ludwigsau-Bote"
,"http://lobid.org/resources/990108257170206441#!","14352885 14352885","unabhängiges Informationsblatt mit den amtlichen Bekanntmachungen der Stadt Großenhain",,"Der Großenhainer"
"Gemeinsames Ministerialblatt","http://lobid.org/resources/990103591380206441#!","0177364X",,,"Gemeinsames Ministerialblatt des Auswärtigen Amtes, des Bundesministers des Innern, des Bundesministers für Vertriebene, Flüchtlinge und Kriegsgeschädigte, des Bundesministers für Wohnungsbau, des Bundesministers für Gesamtdeutsche Fragen, des Bundesministers für Angelegenheiten des Bundesrates, des Bundesministers für Familienfragen, der Bundesminister für Besondere Aufgaben, Beilage"
"SGV.NRW; SGV.NW ( Zusatz bis 1998 )","http://lobid.org/resources/990055612480206441#!","01776525","SGV.NRW",,"Sammlung des bereinigten Gesetz- und Verordnungsblattes für das Land Nordrhein-Westfalen"
"Tätigkeitsbericht Datenschutz","http://lobid.org/resources/990363307490206441#!","26296713 26296713",,,"... Tätigkeitsbericht zum Datenschutz"
,"http://lobid.org/resources/990054023940206441#!","0933825X 0933825X",,,"Taschenbuch für Außenprüfer, Steuerberater und Steuerbevollmächtigte"
,"http://lobid.org/resources/990053990540206441#!","01726684",,,"Kriminalbiologische Gegenwartsfragen"
,"http://lobid.org/resources/990055267950206441#!","25674218 25674218",,,"Verwaltungsbericht und Etat der Stadt Frankfurt am Main"
,"http://lobid.org/resources/990175583250206441#!","0342801X","Normen, Werkzeuge",,"Gewindebohrer, Gewindeschneideisen und Gewindefurcher"
,"http://lobid.org/resources/990107467370206441#!","08635358","Tauchaer Amtsblatt",,"Tauchaer Stadtanzeiger / Stadtverwaltung Taucha"
"Berliner Statistik / Sonderhefte / Rechtskräftig abgeurteilte Personen in Berlin (West); Rechtskräftig abgeurteilte Personen in Berlin (West) ( Hauptsacht. 1981 - 1989 ); Rechtskräftig abgeurteilte Personen in Berlin-West ( Hauptsacht. 1990 )","http://lobid.org/resources/990055322640206441#!","0173895X",,,"Rechtskräftig abgeurteilte Personen in Berlin"
"Statistische Berichte Baden-Württemberg / K / 2 / 1S; Gesetzliche Krankenversicherung in Baden-Württemberg ( Sachl. Benennung d. 4. OG bis 2000,3 )","http://lobid.org/resources/990106416830206441#!","14332523",,,"Statistische Berichte Baden-Württemberg, K. II. 1: Öffentliche Sozialleistungen. Soziale Pflege- und gesetzliche Krankenversicherung in Baden-Württemberg : Stand ... sowie im ... Vierteljahr .."
"ZGS","http://lobid.org/resources/990173259990206441#!","21923450 21923450","ZGS",,"Zeitschrift für Vertragsgestaltung, Schuld- und Haftungsrecht"
,"http://lobid.org/resources/990053890510206441#!","09304150",,,"Beiträge zur Statistik in Einzeldarstellungen"
"Die Bundesrepublik Deutschland / Teilausgabe Bund; Staatshandbuch; Legislative, Exekutive, Rechtsprechung, ausländische Missionen; Verbände, Vereinigungen, wissenschaftliche Institutionen","http://lobid.org/resources/990054004470206441#!","07219970","Staatshandbuch ; Stand der Erhebungen .",,"Die Bundesrepublik Deutschland, Teilausgabe Bund"
"Beiträge zur österreichischen Statistik / Statistik der Rechtspflege","http://lobid.org/resources/990054476340206441#!","02595273","für das Jahr ...",,"Statistik der Rechtspflege"
"Amtsblatt für den Markt Stadtlauringen","http://lobid.org/resources/990103769560206441#!","18658199 18658199","Amtsblatt für den Markt Stadtlauringen",,"Stadtlauringer Amtsbote"
"Staatshandbuch","http://lobid.org/resources/990054636240206441#!","14315300 14315300","Staatshandbuch",,"Die Bundesrepublik Deutschland, Sachsen-Anhalt : Verzeichnis der Behörden und Gemeinden mit Aufgabenbeschreibungen und Adressen"
"Gemeindezeitung","http://lobid.org/resources/990102707650206441#!","1865827X 1865827X","Amtsblatt der Gemeinde Poppenhausen",,"Post aus Poppenhausen"
,"http://lobid.org/resources/990113442330206441#!","16139356","Rundbrief zum Täter-Opfer-Ausgleich",,"TOA-Infodienst"
"Juristische Zeitung für Hannover ( Hauptsacht. teils )","http://lobid.org/resources/990055142450206441#!","23654503 23654503",,,"Juristische Zeitung für das Königreich Hannover"
,"http://lobid.org/resources/990222933430206441#!","25688855 25688855",,,"Materialien zum ausländischen und internationalen Privatrecht"
"Amtsblatt der Europäischen Gemeinschaften ( Hauptsacht. bis 46.2003,24 bzw. 2003,26 )","http://lobid.org/resources/990113177030206441#!","1977088X 19770642",,,"Amtsblatt der Europäischen Union"
"Schleswig-holsteinische Anzeigen / A; SchlHA","http://lobid.org/resources/990206989230206441#!","01739794","Justizministerialblatt für Schleswig-Holstein",,"Schleswig-holsteinische Anzeigen, Teil A"
,"http://lobid.org/resources/990054537660206441#!","07224990",,,"Fachserie / Statistisches Bundesamt, Wiesbaden, A. Reihe 9. 4: Bevölkerung und Kultur. Rechtspflege. Bewährungshilfe"
"Gemeindefinanzen ( Sachl. Benennung d. 3. OG bis 1992 )","http://lobid.org/resources/990107140590206441#!","14306123",,,"Statistische Berichte Niedersachsen, L. II. 2: Kommunale Finanzen. Ergebnisse der vierteljährlichen Kassenstatistik"
"Beiträge zur Statistik Bayerns / Abgeurteilte und Verurteilte in Bayern","http://lobid.org/resources/990054332770206441#!","09364285 09364285","Ergebnisse der Strafverfolgungsstatistik",,"Abgeurteilte und Verurteilte in Bayern"
"Statistische Berichte / Adressen der Stadt- und Gemeindeverwaltungen im Freistaat Sachsen","http://lobid.org/resources/990105916910206441#!","14359065 14359065",,,"Adressen der Stadt- und Gemeindeverwaltungen im Freistaat Sachsen"
"Berliner Statistik / Sonderhefte / Vermögensteuer sowie Einheitswerte der gewerblichen Betriebe in Berlin (West)","http://lobid.org/resources/990054542500206441#!","01741721",,,"Vermögensteuer sowie Einheitswerte der gewerblichen Betriebe in Berlin (West)"
"Abschlußband zur ... Wahlperiode ( Sachl. Benennung 10.1983/87 )","http://lobid.org/resources/990054912300206441#!","14374307",,,"Stand der Gesetzgebung des Bundes, Abschlußband ... Wahlperiode : verkündete Gesetze und nicht Gesetz gewordene Entwürfe"
