title,issn,alternativeTitle
"Allgemeines Ministerialblatt der Bayerischen Staatsregierung, des Bayerischen Ministerpräsidenten, der Bayerischen Staatskanzlei, des Bayerischen Staatsministeriums des Innern, für Sport und Integration, des des Bayerischen Staatsministeriums für Wohnen, Bau und Verkehr, des Bayerischen Staatsministeriums für Wirtschaft, Landesentwicklung und Energie, des Bayerischen Staatsministeriums für Umwelt und Verbraucherschutz, des Bayerischen Staatsministeriums für Ernährung, Landwirtschaft und Forsten, des Bayerischen Staatsministeriums für Familie, Arbeit und Soziales, des Bayerischen Staatsministeriums für Gesundheit und Pflege, des Bayerischen Staatsministeriums für Digitales","18679072,18679072","AllMBl; Allgemeines Ministerialblatt; Allgemeines Ministerialblatt der Bayerischen Staatsregierung, des Bayerischen Ministerpräsidenten, der Bayerischen Staatskanzlei, des Bayerischen Staatsministeriums des Innern, des Bayerischen Staatsministeriums für Wirtschaft, Infrastruktur, Verkehr und Technologie, des Bayerischen Staatsministeriums für Umwelt und Gesundheit, des Bayerischen Staatsministeriums für Ernährung, Landwirtschaft und Forsten, des Bayerischen Staatsministeriums für Arbeit und Sozialordnung, Familie und Frauen ( Hauptsacht. bis 2013,11 ); Allgemeines Ministerialblatt der Bayerischen Staatsregierung, des Bayerischen Ministerpräsidenten, der Bayerischen Staatskanzlei, des Bayerischen Staatsministeriums des Innern, für Bau und Verkehr, des Bayerischen Staatsministeriums für Wirtschaft und Medien, Energie und Technologie, des Bayerischen Staatsministeriums für Umwelt und Verbraucherschutz, des Bayerischen Staatsministeriums für Ernährung, Landwirtschaft und Forsten, des Bayerischen Staatsministeriums für Arbeit und Soziales, Familie und Integration, des Bayerischen Staatsministeriums für Gesundheit und Pflege ( Haupttitel bis 31. Jahrgang, Nr. 2 ); Allgemeines Ministerialblatt der Bayerischen Staatsregierung, des Bayerischen Ministerpräsidenten, der Bayerischen Staatskanzlei, des Bayerischen Staatsministeriums des Innern, für Sport und Integration, des des Bayerischen Staatsministeriums für Wohnen, Bau und Verkehr, des Bayerischen Staatsministeriums für Wirtschaft, Landesentwicklung und Energie, des Bayerischen Staatsministeriums für Umwelt und Verbraucherschutz, des Bayerischen Staatsministeriums für Ernährung, Landwirtschaft und Forsten, des Bayerischen Staatsministeriums für Familie, Arbeit und Soziales, des Bayerischen Staatsministeriums für Gesundheit und Pflege ( Haupttitel 31. Jahrgang, Nr. 3-31. Jahrgang, Nr. 15 )"
Notar,"18608760,18608760",
Zeitschrift für die Anwaltspraxis,09367292,ZAP
Handbuch zur Einkommensteuerveranlagung,04402154,Schriften des Deutschen Wissenschaftlichen Steuerinstituts der Steuerberater / Handbuch zur Einkommensteuerveranlagung; Schriften des Deutschen Wissenschaftlichen Steuerinstituts der Steuerberater  und Steuerbevollmächtigten / Handbuch zur Einkommensteuerveranlagung; Schriften des Deutschen Wissenschaftlichen Steuerinstituts der Steuerbevollmächtigten / Handbuch zur Einkommensteuerveranlagung; Schriften des Deutschen Wissenschaftlichen Instituts der Steuerberater / Handbuch zur Einkommensteuerveranlagung; ESt
Jugendhilfe,"00225940,00225940",
Archiv für katholisches Kirchenrecht,00039160,
Aktuelle Beiträge der Staats- und Rechtswissenschaft,05687551,Aktuelle Beiträge zur Staats- und Rechtswissenschaft aus den sozialistischen Ländern; Aktuelle Beiträge zur Staats- und Rechtswissenschaft aus den sozialistischen Bruderländern ( Hauptsacht. 1.1962 - 5.1963 ); Aktuelle Beiträge zur Staats- u. Rechtswissenschaft aus den sozialistischen Ländern ( Hauptsacht. 6.1964 - 13.1965 )
Veranlagungs-Handausgaben,"0178613X,0178613X",
Aktuelles Arbeitsrecht,09482369,
Jahrbuch des öffentlichen Rechts der Gegenwart,"00752517,00752517",Das öffentliche Recht der Gegenwart / Fortlaufender Teil; Jahrbuch des öffentlichen Rechts
Österreichische Zeitschrift für öffentliches Recht und Völkerrecht,"03783073,00299634 (1946)",Österreichische Zeitschrift für öffentliches Recht ( Hauptsacht. bis 27.1976 )
Zeitschrift für Sozialreform,"05142776,05142776",ZSR
Zeitschrift für die NotarPraxis,"16158040,16158040",ZNotP
Forum Recht,09306420,FoR
Umwelt- und Planungsrecht,"25701061,25701061",UPR
Kompass,"03420809,03420809","Zeitschrift der Bergbau-Berufsgenossenschaft; Amtliches Mitteilungsblatt der Bergbau-Berufsgenossenschaft und der Bundesknappschaft; Bericht über die Tätigkeit der Versuchsgrubengesellschaft; Amtliche Bekanntmachungen der Bergbau-Berufsgenossenschaft, der Bundesknappschaft; Unfallverhütungsvorschriften der Bergbau-BG; Amtliche Bekannmachung der Bundesknappschaft; Amtliche Bekanntmachung der Bergbau-Berufsgenossenschaft; Der Kompaß ( Hauptsacht. anfangs ); Zeitschrift für Sozialversicherung im Bergbau ( 1. Zusatz teils ); amtliches Mitteilungsblatt der Bergbau-Berufsgenossenschaft der Arbeitsgemeinschaft der Knappschaften der Bundesrepublik Deutschland sowie des Deutschen Ausschusses für das Grubenwesen der Versuchsgrubengesellschaft mbH ( 2. Zusatz teils )"
Die Sachverständigen,"09489908,09489908","DS ( Zusatz anfangs ); Der Sachverständige ( Haupttitel 22.1995,3-49. Jahrgang, 12 (Dezember 2022) )"
"Deutsche Polizei, Ausgabe Rheinland-Pfalz","01706470,01706470",Deutsche Polizei <Hilden> / Ausgabe Rheinland-Pfalz; Deutsche Polizei <Hilden> / Rheinland-Pfalz; Organ der Gewerkschaft der Polizei; Rheinland-Pfalz ( Sachl. Benennung 4.1952 )
Beyträge zum teutschen Rechte,"21929823,21929823",Beiträge zum deutschen Recht; Beyträge zum teutschen Recht ( Hauptsacht. 1.1786 u. 4.1789 )
Recht der Arbeit,03421945,RdA
Netzwirtschaften & Recht,"16129245,16129245",Netzwirtschaften und Recht; N und R; N & R
Kommunikation & Recht,"14346354,14346354",Kommunikation und Recht; K & R; K und R; Banken & Versicherungen; Banken und Versicherungen; Leasing-Berater
Zeitschrift für Bankrecht und Bankwirtschaft,09362800,ZBB; JBB
Der Landkreis,"03422259,03422259",Kommunale Datenverarbeitung; Kreisfinanzen ...; Kommunalfinanzbericht
"Deutsche Polizei, Ausgabe Nordrhein-Westfalen","01706462,01706462",Deutsche Polizei <Hilden> / Ausgabe Nordrhein-Westfalen; Deutsche Polizei <Hilden> / Nordrhein-Westfalen; Organ der Gewerkschaft der Polizei; Nordrhein-Westfalen ( Sachl. Benennung 4.1952 )
Deutsche Notar-Zeitschrift,"03408604,03408604",DNotZ; Deutsche Notarzeitschrift ( Hauptsacht. anfangs ); Verkündigungsblatt der Bundesnotarkammer ( Zusatz bis 1999 )
Wistra,07216890,"Zeitschrift für Wirtschafts- und Steuerstrafrecht; Zeitschrift für Wirtschaft, Steuer, Strafrecht ( Zusatz bis 15.1996 )"
Zentralblatt der Bauverwaltung,03728021,Centralblatt der Bauverwaltung ( Hauptsacht. 1.1881 - 22.1902 ); Zentralblatt für Bauverwaltung ( Hauptsacht. teils )
