name,abbr,year_start,year_end
"Neue juristische Wochenschrift, NJW-Entscheidungsdienst : NJWE / hrsg. von der NJW-Redaktion. Familien- und Erbrecht : NJWE-FER ; neue Entscheidungen aus den Bereichen Eherecht, Ehegattenunterhalt, Versorgungsausgleich, Kindschaftsrecht, Kindesunterhalt, Vormundschaft, Betreuung, Pflege, Erbrecht, Vermögensnachfolge,  Verfahrens- und Kostenrecht, Steuerrecht, öffentliche Leistungen",NJWE,1996,2001.0
Vollstreckung effektiv,VE,2000,
Vollstreckung effektiv,VE,2024,
Kanon,,1973,
Kanon,,1978,1993.0
Kanon,,2024,
Kanon,,2024,
Kanon,,1994,2016.0
Kanon,,1971,1977.0
Zeitschrift für internationales Wirtschaftsrecht,IWRZ,2015,
Baden-württembergische Verwaltungspraxis,,1974,1996.0
KWI-Arbeitshefte,,2000,2019.0
KWI-Arbeitshefte,,2024,
"Osteuropa, Osteuropa-Recht",,2006,
"Osteuropa, Osteuropa-Recht",,2024,
"Liste von Rechtsanwälten und Patentanwälten im Ausland, Teil 1, Europa",,1976,2006.0
"Zeitschrift für das Recht der digitalen Wirtschaft, ZdiW",ZdiW,2021,
Unfallregulierung effektiv,,2005,
Unfallregulierung effektiv,,2024,
Unfallregulierung effektiv,,2024,
Der Ertrag-Steuerberater + Berater.Modul Ertragsteuer,EStB,2011,2014.0
Schriftenreihe für Recht und Wirtschaft,,2023,
Geschäftliche Mitteilungen / Deutsche Bahn AG,,1995,2009.0
Staats-Archiv,,1796,1808.0
Staats-Archiv,,1800,
Staats-Archiv,,1796,1800.0
Staats-Archiv,,1801,1807.0
Bekanntgaben Deutsche Bahn,,1993,1995.0
Ehrengerichtliche Entscheidungen,,1963,1982.0
Ehrengerichtliche Entscheidungen,,2024,
Die finanzielle Zusammenarbeit im Rahmen der Abkommen von Lomé,,1993,1997.0
Sächsisches Rechts- und Verwaltungsblatt,,1998,1999.0
Schriftenreihe zur Modernisierung der Landesverwaltung in Brandenburg,,2003,2011.0
Ludwigsau-Kurier,,1990,
Ludwigsau-Kurier,,1990,
Ludwigsau-Kurier,,1992,
Steuerrecht kurzgefasst,SteuK,2009,2016.0
"Blätter für Grundstücks-, Bau- und Wohnungsrecht",,1952,1985.0
"Bekanntmachung der Verordnung über die Berufsausbildung zum Holzbearbeitungsmechaniker, zur Holzbearbeitungsmechanikerin nebst Rahmenlehrplan",,2004,2004.0
"Europäische Hochschulschriften, Reihe 2: Rechtswissenschaft = Droit = Law",,1967,
"Europäische Hochschulschriften, Reihe 2: Rechtswissenschaft = Droit = Law",,2024,
"Europäische Hochschulschriften, Reihe 2: Rechtswissenschaft = Droit = Law",,2024,
"Europäische Hochschulschriften, Reihe 2: Rechtswissenschaft = Droit = Law",,2024,
Amtlicher Schulanzeiger für den Regierungsbezirk Oberpfalz,,1959,2007.0
Zeitschrift für Europarecht,ZER,1995,2008.0
"Die Bundesrepublik Deutschland, Baden-Württemberg : Verzeichnis der Behörden und Gemeinden mit Aufgabenbeschreibungen und Adressen",,1995,2002.0
RWZ aktuell,,2005,2009.0
Für die Menschenrechte,,1982,
Die Staats- und Gemeindefinanzen,,1975,1995.0
"Die Bundesrepublik Deutschland, Niedersachsen : Verzeichnis der Behörden und Gemeinden mit Aufgabenbeschreibungen und Adressen",,1995,2004.0
"Die Bundesrepublik Deutschland, Niedersachsen : Verzeichnis der Behörden und Gemeinden mit Aufgabenbeschreibungen und Adressen",,2024,
Hochfürstlich-Hildesheimsche Landes-Verordnungen,,1782,1791.0
"Bundesanzeiger, Jahresabschlüsse und Hinterlegungsbekanntmachungen",,1988,1990.0
"Bundesanzeiger, Jahresabschlüsse und Hinterlegungsbekanntmachungen",,2024,
"Statistische Berichte Niedersachsen, L. II. 7: Realsteuervergleich : Realsteuern und kommunale Einkommensteuerbeteiligung",,1979,2002.0
"Statistische Berichte Niedersachsen, L. II. 7: Realsteuervergleich : Realsteuern und kommunale Einkommensteuerbeteiligung",,2024,
Polizeiliche Kriminalstatistik,,1968,
Staats- und rechtswissenschaftliche Diplomarbeiten,,1978,1988.0
"Die Bundesrepublik Deutschland, Teilausgabe Land Hessen",,1971,1983.0
Schwäbischer Schulanzeiger,,1882,2004.0
Schwäbischer Schulanzeiger,,2024,
Die hessische Ausfuhr,,1949,2000.0
Jahresbericht ... über die Rauschgiftkriminalität in Baden-Württemberg,,1972,1983.0
Die rechtskräftig abgeurteilten Personen in Berlin (West),,1957,1981.0
Heilbronner Stadtzeitung,,1999,
Verzeichnis der Gerichte für Arbeitssachen der Bundesrepublik Deutschland,,1980,
Verzeichnis der Gerichte für Arbeitssachen der Bundesrepublik Deutschland,,2024,
Landesgesetzblatt / Land Salzburg,,1921,2005.0
Der Etat ... und der Jahresbericht ... der Stadt Frankfurt am Main,,1958,1960.0
DVJJ-Journal,,1989,2003.0
"Geschmacksmusterblatt, Namensverzeichnis zum Geschmacksmusterblatt : nach Namen geordnetes Verzeichnis der Bekanntmachungen auf Grund des Geschmacksmustergesetzes und des Schriftzeichengesetzes",,1989,2003.0
Entscheidungssammlung zum gesamten Bereich von Ehe und Familie,FRES,1979,1982.0
"Fachserie / Statistisches Bundesamt, Wiesbaden, 10. Reihe 5: Rechtspflege. Bewährungshilfe",,1978,1990.0
Arbeitsrecht für Bauunternehmer,,1981,2009.0
Verfassungsschutz in Schleswig-Holstein,,1977,1987.0
Jahrbücher des Sächsischen Oberverwaltungsgerichts,,1902,2013.0
Jahrbücher des Sächsischen Oberverwaltungsgerichts,,2024,
Jahrbücher des Sächsischen Oberverwaltungsgerichts,,2024,
"The European legal forum, Section 2",,2005,2010.0
Österreichische Steuerzeitung,ÖStZ,1948,1997.0
Rechtshistorisches Journal,,1982,2001.0
Binnenschifffahrt,,1991,
Binnenschifffahrt,,2024,
Binnenschifffahrt,,2024,
Recht und Politik,,1965,
Recht und Politik,,2024,
Recht und Politik,,2002,2002.0
Recht und Politik,,2003,2016.0
Recht und Politik,,1965,
Recht der Elektrizitätswirtschaft,,1979,1991.0
Rundfunkrecht,RfR,1977,2010.0
"Staatshandbuch, Sachsen : Handbuch der Landes- und Kommunalverwaltung mit Aufgabenbeschreibungen und Adressen des Freistaates Sachsen",,2006,
Die Veranlagung zur Gewerbesteuer,,1952,2004.0
Jahresbericht über die Kontrolle der Anwendung des Gemeinschaftsrechts,,1992,2003.0
Baurecht,BauR,1970,
Baurecht,BauR,2024,
Baurecht,BauR,2024,
Schulrecht,SchuR,1997,
Schulrecht,SchuR,2024,
Schulrecht,SchuR,2007,2007.0
Der Umsatzsteuer-Berater + Berater.Modul Umsatzsteuer,UStB,2011,2014.0
LandInForm,,2008,
Handbuch des Steuerstrafrechts,,1988,
Archiv für die civilistische Praxis,AcP,1820,
Archiv für die civilistische Praxis,AcP,2024,
Archiv für die civilistische Praxis,AcP,2024,
"Amtsblatt der Europäischen Gemeinschaften, L & C, Rechtsvorschriften, Mitteilungen und Bekanntmachungen. Sammlung",,1999,2002.0
Forderung & Vollstreckung,FoVo,2008,
Sanieren + restrukturieren,,2021,
Reihe Rechtswissenschaft,,1984,
Reihe Rechtswissenschaft,,2024,
Reihe Rechtswissenschaft,,1999,1999.0
Entscheidungen der Beschwerdekammern des Europäischen Patentamts,,1983,2005.0
Psychologie und Praxis,,1956,1982.0
Psychologie und Praxis,,1959,1959.0
Das Jugendamt,JAmt,2001,
Praxis Freiberufler-Beratung,PFB,2004,
Praxis Freiberufler-Beratung,PFB,2024,
Praxis Freiberufler-Beratung,PFB,2024,
Der Strafvollzug in der Schweiz,,1953,1990.0
Produkthaftpflicht international,PHI,1982,1993.0
Gewerblicher Rechtsschutz und Urheberrecht,GRUR,1896,
Gewerblicher Rechtsschutz und Urheberrecht,GRUR,1896,1921.0
Gewerblicher Rechtsschutz und Urheberrecht,GRUR,1922,1944.0
Gewerblicher Rechtsschutz und Urheberrecht,GRUR,1948,1996.0
Gewerblicher Rechtsschutz und Urheberrecht,GRUR,1997,2000.0
Gewerblicher Rechtsschutz und Urheberrecht,GRUR,2001,2003.0
Landes- und Kommunalverwaltung,LKV,1991,
Journal für Strafrecht,JSt,2003,
Journal für Strafrecht,JSt,2003,2013.0
Verwaltung & Management,VM,1995,
Jahrbuch des Arbeitsrechts,JbArbR,1999,
"Jahresbericht über den Stand der Drogenproblematik in der Europäischen Union, Zusammenfassung und Schwerpunkte",,1997,1999.0
Zeitschrift für das Notariat in Baden-Württemberg,BWNotZ,1970,2002.0
Zeitschrift für Vermögens- und Investitionsrecht,VIZ,1991,1996.0
Zeitschrift für Wohnungseigentum,ZWE,2000,2002.0
Bulletin zur Ostrechtsforschung in den Ländern des Europarates,,1968,1971.0
"Hochschulreform, Hochschulgesetzgebung, Studienreform in der Bundesrepublik Deutschland",,1970,1984.0
NStZ-CD,,1998,2008.0
Wirtschaftsrecht,WiR,1972,1974.0
Unpartheyische Critik über juristische Schriften inn- und ausserhalb Deutschland,,1750,1758.0
Entscheidungen des Reichsgerichts,,1880,1899.0
"Juristische Zeitgeschichte, Jahrbuch der Juristischen Zeitgeschichte : JJZG / Institut für Juristische Zeitgeschichte, FernUniversität Hagen",JJZG,2000,
"Juristische Zeitgeschichte, Jahrbuch der Juristischen Zeitgeschichte : JJZG / Institut für Juristische Zeitgeschichte, FernUniversität Hagen",JJZG,2002,2002.0
"Juristische Zeitgeschichte, Jahrbuch der Juristischen Zeitgeschichte : JJZG / Institut für Juristische Zeitgeschichte, FernUniversität Hagen",JJZG,2008,2008.0
Deutsche Technik,,1933,1943.0
Deutsche Technik,,1935,1938.0
Kom / Kommission der Europäischen Gemeinschaften,Dokumente,1993,2010.0
Kom / Kommission der Europäischen Gemeinschaften,Dokumente,2024,
Mitteilungen der Gesellschaft für die Gesamte Kriminologie,,1968,
"Die Bundesrepublik, Teilausgabe Bund",,1960,1963.0
"Statistische Berichte / Bayerisches Landesamt für Statistik und Datenverarbeitung, A. II. 2: Gerichtliche Ehelösungen in Bayern",,1984,2007.0
"Haus & Grund, Rheinland-Pfalz",,1957,2000.0
Rheinische Zeitschrift für Zivil- und Prozeßrecht des In- und Auslandes,,1909,1926.0
Vierteljahrsschrift für gerichtliche Medizin und öffentliches Sanitätswesen,,1872,1921.0
Partner im Gespräch,,1976,
Partner im Gespräch,,2024,
Partner im Gespräch,,1976,1999.0
Partner im Gespräch,,2024,
AHI-Praxis,,1993,2004.0
NotBZ,,1997,
Monatsschrift für deutsches Recht,MdR,1981,
Monatsschrift für deutsches Recht,MdR,2024,
Datenschutzbericht der Landesbeauftragten für den Datenschutz und Beauftragten für das Recht auf Information Nordrhein-Westfalen,,2003,2003.0
"Statistische Berichte / Bayerisches Landesamt für Statistik und Datenverarbeitung, B. VI. 6: Strafvollzugsstatistik in Bayern : Stichtagerhebung zum ..",,1997,2006.0
"Recht der Natur, Schnellbrief",,1993,
Rechtspfleger-Studienhefte,RpflStud,1977,
Rechtspfleger-Studienhefte,RpflStud,2024,
Kritische Überschau der deutschen Gesetzgebung und Rechtswissenschaft,,1853,1859.0
Kritische Überschau der deutschen Gesetzgebung und Rechtswissenschaft,,2024,
Praktisches Arbeitsrecht für Arbeitgeber,,2002,2008.0
Praktisches Arbeitsrecht für Arbeitgeber,,2024,
Beiträge zur Kenntniß der Justizverfassung und juristischen Literatur in den preussischen Staaten,,1795,1802.0
Beiträge zur Kenntniß der Justizverfassung und juristischen Literatur in den preussischen Staaten,,1795,1798.0
Beiträge zur Kenntniß der Justizverfassung und juristischen Literatur in den preussischen Staaten,,1799,
"Gemeinsames Ministerialblatt des Beauftragten der Bundesregierung für Kultur und Medien, des Bundesministeriums für Arbeit und Soziales, des Auswärtigen Amtes, des Bundesministeriums des Innern, des Bundesministeriums der Finanzen, des Bundesministeriums für Wirtschaft und Technologie, des Bundesministeriums für Ernährung, Landwirtschaft und Verbraucherschutz, des Bundesministeriums für Familie, Senioren, Frauen und Jugend, des Bundesministeriums für Gesundheit, des Bundesministeriums für Verkehr, Bau und Stadtentwicklung, des Bundesministeriums für Umwelt, Naturschutz und Reaktorsicherheit, des Bundesministeriums für Bildung und Forschung, des Bundesministeriums für Wirtschaftliche Zusammenarbeit und Entwicklung",GMBl,2002,2008.0
Die neue Verwaltung,DNV,1991,2002.0
Zeitschrift für Europäisches Unternehmens- und Verbraucherrecht,Euvr,2012,2014.0
Städte- und Gemeinderat,,1998,
"FamRZ, Systematisches Entscheidungsverzeichnis : eine Dokumentation sämtlicher in den Jahrgängen ... bis ... der FamRZ veröffentlichten Gerichtsentscheidungen",,1986,2005.0
Amtliche Sammlung von Entscheidungen der Oberverwaltungsgerichte Rheinland-Pfalz und Saarland,,1957,2007.0
Amtliche Sammlung von Entscheidungen der Oberverwaltungsgerichte Rheinland-Pfalz und Saarland,,1973,1973.0
Amtliche Sammlung von Entscheidungen der Oberverwaltungsgerichte Rheinland-Pfalz und Saarland,,2024,
Auslandsrecht,,1921,1926.0
DStR-CD,,1998,2005.0
Familien-Rechtsberater,FamRB,2002,
Familien-Rechtsberater,FamRB,2024,
Arbeitgeber,,1949,2011.0
Arbeitgeber,,1968,1968.0
Arbeitgeber,,1969,
Fritz Bauer Bibliothek,,2021,
Stand der Drogenproblematik in der Europäischen Union und in Norwegen,,2003,2004.0
Materialien zur Vermögensbildung in Arbeitnehmerhand,,1965,1997.0
Juristische Literaturzeitung,,1799,1801.0
Jahrbuch für Kommunalwissenschaft,,1934,1941.0
Gleichstellung im Blick,,2011,
Gleichstellung im Blick,,2014,2014.0
Gleichstellung im Blick,,2024,
LSK-DVD,,2006,2018.0
Die deutsche Rechtsprechung auf dem Gebiete des internationalen Privatrechts im Jahre ...,IPRspr,1928,2022.0
Die deutsche Rechtsprechung auf dem Gebiete des internationalen Privatrechts im Jahre ...,IPRspr,1966,
Die deutsche Rechtsprechung auf dem Gebiete des internationalen Privatrechts im Jahre ...,IPRspr,1994,1994.0
Die deutsche Rechtsprechung auf dem Gebiete des internationalen Privatrechts im Jahre ...,IPRspr,1928,
Amtsblatt des Hessischen Kultusministeriums,,1963,
Amtsblatt des Hessischen Kultusministeriums,,1989,2015.0
Amtsblatt des Hessischen Kultusministeriums,,1963,1988.0
"Statistische Berichte / Statistisches Landesamt des Freistaates Sachsen, B. VI. 2: Bildung, Kultur, Rechtspflege. Organisation, Personal und Geschäftsanfall bei den Gerichten und Staatsanwaltschaften im Freistaat Sachsen",,2001,2009.0
"Nachschlagewerk des Bundesarbeitsgerichts, Arbeitsrechtliche Praxis",AP,1992,2020.0
Fremdenverkehrsrechtliche Entscheidungen,,1965,1988.0
Jahrbuch für Ostrecht,JOR,1960,
Jahrbuch für Ostrecht,JOR,2024,
Jahrbuch für Ostrecht,JOR,2024,
Jahrbuch für Ostrecht,JOR,2024,
Arbeitsrecht in Stichworten,ARST,1947,2004.0
Arbeitsrecht in Stichworten,ARST,1947,
Arbeitsrecht in Stichworten,ARST,1967,1988.0
Arbeitsrecht in Stichworten,ARST,2024,
Bew-VSt-ErbSt-Handausgabe,,1990,1995.0
Handbuch zur Vermögensteuer-Hauptveranlagung,,1966,1995.0
Handbuch zur Vermögensteuer-Hauptveranlagung,,2024,
Handbuch zur Vermögensteuer-Hauptveranlagung,,2024,
Stand der Drogenproblematik in Europa,,2005,2012.0
Statistik der Ortskrankenkassen in der Bundesrepublik Deutschland,,1964,1984.0
Teutsches Staats-Magazin,,1796,1800.0
Teutsches Staats-Magazin,,2024,
Ratgeber für Kriegsopfer und Behinderte,,1994,2000.0
Zeitschrift für französisches Civilrecht,,1870,1899.0
Entscheidungssammlung zum AGB-Gesetz,AGBE,1982,1987.0
DNotI-Report,Report,1993,
Die gesetzliche Krankenversicherung,,1966,1969.0
Der neue Schuldenreport,,1995,1995.0
Gesundheitsrecht,GesR,2002,
Die Bayerische Polizei,,1927,2002.0
Die Bayerische Polizei,,1927,
Die Bayerische Polizei,,1934,
Die Bayerische Polizei,,1952,
Neue Kriminalpolitik,NK,1989,
Rechtsbibliografie europäische Integration,,1989,2016.0
Rechtsbibliografie europäische Integration,,2024,
Spektrum für Versicherungsrecht,SpV,2001,
Spektrum für Versicherungsrecht,SpV,2013,
Internationales Recht und Diplomatie,,1956,1983.0
Internationales Recht und Diplomatie,,2024,
Computer,,1991,1999.0
Computer,,2024,
Kritische Vierteljahresschrift für Gesetzgebung und Rechtswissenschaft,KritV,1859,
Kritische Vierteljahresschrift für Gesetzgebung und Rechtswissenschaft,KritV,2024,
Kritische Vierteljahresschrift für Gesetzgebung und Rechtswissenschaft,KritV,2024,
Kritische Vierteljahresschrift für Gesetzgebung und Rechtswissenschaft,KritV,1989,1989.0
Kritische Vierteljahresschrift für Gesetzgebung und Rechtswissenschaft,KritV,2024,
"Fachdokumentation Arbeitswissenschaft, Arbeitsschutz, Arbeitsmedizin",,1977,1982.0
"Fachdokumentation Arbeitswissenschaft, Arbeitsschutz, Arbeitsmedizin",,2024,
"Fachdokumentation Arbeitswissenschaft, Arbeitsschutz, Arbeitsmedizin",,2024,
Europäische Zeitschrift für Verbraucherrecht,,1986,1988.0
DuD,,1983,1996.0
DuD,,2024,
"Deutsche Verwaltungspraxis, Ausgabe Nordrhein-Westfalen",DVP,1978,1991.0
Jugendkriminalität und Jugendgefährdung,,1985,2015.0
AfP,,1995,
AfP,,1995,2012.0
Jahrbuch der Juristischen Zeitgeschichte,JJZG,2010,
PZ-Archiv / hrsg. im Auftr. d. Publizistischen Zentrums für d. Einheit Deutschlands in Zs-Arbeit mit d. Kampfgruppe gegen Unmenschlichkeit u. d. Europäischen Informationsdienst,Archiv,1950,1952.0
Wirtschaft und Recht,,1950,1975.0
Barmer Brücke,,1974,1995.0
"Sammlung der Rechtsprechung des Gerichtshofs und des Gerichts, Teil 2: Gericht",,1994,2011.0
"ÖVD, Online-ADL",,1977,1980.0
Arbeitsrecht und Arbeitslosenversicherung,ARV,1953,2000.0
BPjS aktuell,Aktuell,1993,2003.0
Kes,,1985,
Kes,,2024,
Kes,,2024,
Kes,,2015,2015.0
EzA-Schnelldienst,,1990,
EzA-Schnelldienst,,2007,2007.0
Datenschutz und Datensicherung,,1977,1982.0
Polizeiliche Kriminalstatistik Nordrhein-Westfalen,,2010,2015.0
Jahrbuch der Sozialarbeit,,1975,1981.0
Schweizerisches Zentralblatt für Staats- und Verwaltungsrecht,ZBl,1989,
Schweizerisches Zentralblatt für Staats- und Verwaltungsrecht,ZBl,2024,
Schweizerisches Zentralblatt für Staats- und Verwaltungsrecht,ZBl,2024,
Handbuch des Niedersächsischen Landtages,,1948,
Handbuch des Niedersächsischen Landtages,,2024,
Handbuch des Niedersächsischen Landtages,,2024,
Europäische Revue,,1925,1944.0
Europäische Revue,,1925,
Europäische Revue,,1927,1929.0
Europäische Revue,,1930,1933.0
Europäische Revue,,2024,
Der Sozialversicherungs-Beamte und -Angestellte,,1950,1979.0
Schriftenreihe des Archivs für Urheber- und Medienrecht,UFITA,1956,
Schriftenreihe des Archivs für Urheber- und Medienrecht,UFITA,1956,1967.0
Schriftenreihe des Archivs für Urheber- und Medienrecht,UFITA,1968,1970.0
Schriftenreihe des Archivs für Urheber- und Medienrecht,UFITA,1971,1978.0
Schriftenreihe des Archivs für Urheber- und Medienrecht,UFITA,1979,
Transportrecht,,1994,
Anwalts-Verzeichnis,,1950,2018.0
Anwalts-Verzeichnis,,2024,
Anwalts-Verzeichnis,,2024,
Verbraucherinsolvenz aktuell,VIA,2009,
"Betriebs-Berater, Qualifizierung und Weiterbildung",,2011,2012.0
LegalTech,,2022,
Jahrbuch des gemeinen deutschen Rechts,,1857,1863.0
"Die Bundesrepublik, Teilausgabe Schleswig-Holstein / hrsg. unter Mitw. des Innenministeriums des Landes Schleswig-Holstein",,1960,1964.0
"Österreichische Steuerzeitung, Steuerrecht aktuell",ÖStZ,1998,2004.0
Oberbayerischer Schulanzeiger,,1993,
Oberbayerischer Schulanzeiger,,2007,2007.0
Oberbayerischer Schulanzeiger,,2024,
Handbuch zur Umsatzsteuer,USt,1978,2023.0
Handbuch zur Umsatzsteuer,USt,2024,
Handbuch zur Umsatzsteuer,USt,2024,
Zeitschrift für Corporate Governance,ZCG,2006,
Nachrichtenblatt,,1988,1992.0
"Statistische Berichte Niedersachsen, A. II. 2: Gerichtliche Ehelösungen",,1980,1988.0
"Die Bundesrepublik Deutschland, Landesausgabe Land Nordrhein-Westfalen",,1981,1994.0
Bericht des Bundesrates über Motionen und Postulate der gesetzgebenden Räte im Jahre ...,,2004,2009.0
"Computer und Recht, International : CRI",CRI,2000,2002.0
"Statistische Berichte / Hessisches Statistisches Landesamt, C. IV. 9: Agrarberichterstattung : Betriebe und Viehhaltung",,1976,1998.0
Ortsschelle,,1978,
Ortsschelle,,2024,
Aktuelles aus dem Steuer- und Wirtschaftsrecht,AStW,1999,
Aktuelles aus dem Steuer- und Wirtschaftsrecht,AStW,2024,
Aktuelles aus dem Steuer- und Wirtschaftsrecht,AStW,2024,
UFS-Journal,,2008,2013.0
Steuerberaterwoche,StB-Woche,2002,2016.0
"Die Bundesrepublik Deutschland, Landesausgabe Land Freie Hansestadt Bremen",,1982,1992.0
Berger Nachrichten,,1970,
Hochschulen und staatliche Studienakademien der Berufsakademie im Freistaat Sachsen,,2000,2013.0
Statistischer Bericht der Stadt Aachen,,1974,
Thüringer Staatsanzeiger / Hrsg.: Thüringer Innenministerium,,1991,
"Landratsämter, Stadt- und Gemeindeverwaltungen im Freistaat Sachsen",,1995,2019.0
"Amts- und Verkündigungsblatt für Mosbach & Neudenau, Eberbach, Adelsheim etc",,1845,1849.0
"Amts- und Verkündigungsblatt für Mosbach & Neudenau, Eberbach, Adelsheim etc",,2024,
"Amtsblatt der Bayerischen Staatsministerien für Unterricht und Kultus und Wissenschaft, Forschung und Kunst, Beiblatt zum Amtsblatt der Bayerischen Staatsministerien für Unterricht und Kultus und Wissenschaft, Forschung und Kunst",,1918,2013.0
Sammlung des bereinigten Ministerialblattes für das Land Nordrhein-Westfalen,SMBL NW,1960,1998.0
